,2020,2019,2018
자본금,18570678000,3342722000,3342722000
자산총계,104877509881,54577414391,40213550514
당기순이익,9295789998,11333859482,3244385229
영업활동현금흐름,-6913352827,12685624008,-4033979713
영업이익,-3703218551,11966073634,4907502536
매출액,37354123248,125428748052,64627080376
종가,13100,,
시가총액,486551763600,,
상장주식수,37141356,,
