,2020,2019,2018,2017,2016,2015,2014,2013
자본금,2624653000,2300653000,2219178500,,,,,
자산총계,80555391224,46605992421,38006434241,,,,,
당기순이익,4615188570,4405416150,417176160,,,,,
영업활동현금흐름,2677863449,4014490656,2914936244,,,,,
영업이익,6362032876,6000419767,3561026632,,,,,
매출액,46690215449,42762994338,31908126126,,,,,
종가,54600,19300,9000,7500.0,6820.0,4645.0,2700.0,5960.0
시가총액,267610980000,82088690000,36813159000,25259077500.0,19169199060.0,11710504855.0,6164100000.0,13606680000.0
상장주식수,4901300,4253300,4090351,3367877.0,2810733.0,2521099.0,2283000.0,2283000.0
