,2020,2019,2018
자본금,2540457500,2128507500,1719614500
자산총계,64261367750,42735862514,42225323394
당기순이익,513445906,826261359,52482906
영업활동현금흐름,3616798898,1636650600,-2535611860
영업이익,355527741,25138761,194748250
매출액,21657771025,18371428653,15482273304
종가,34400,,
시가총액,174783476000,,
상장주식수,5080915,,
