,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,15684713000,12359290000,9483465500,3601089000,3601089000,3585589000,3530589000,3508589000,2987085500,2968379000
자산총계,31239286777,33325136495,31676185040,21269554233,24222310961,29604131580,21237339614,20541376254,13699807087,12274276936
당기순이익,-7374587992,-19320114317,-5065660929,-4191331948,-7038554469,-874412718,1225817137,2353601484,451488659,-519054641
영업활동현금흐름,-4008448805,-2921664103,-4816546750,1412681535,-2472714455,1038588493,-431706715,287683229,999157403,-924902033
영업이익,-5124728330,-5293431648,-3240970333,-791017541,-3551827050,-1308224408,838917773,2253396440,1457181686,512673955
매출액,5962660444,8835740836,9873716383,9009181575,8430313196,8259807884,10942064189,10602595120,8569155910,7621850725
종가,3300,3210,3630,6670,7360,11750,14100,5130,,
시가총액,103519105800,75366241800,65600768310,48038527260,53008030080,84261341500,99026809800,35664673140,,
상장주식수,31369426,23478580,18071837,7202178,7202178,7171178,7023178,6952178,,
