,2020,2019,2018,2017,2016,2015,2014,2013
자본금,10964657500,10964657500,10964657500,10964657500,4647508000,5724495000,4000000000,4000000000
자산총계,508119345418,539412881125,535580626315,562415774226,539360571204,489963955624,154767278208,26580486542
당기순이익,-3502062310,7436709217,18555764161,42011737114,66666738294,80353398972,76331076757,6584076496
영업활동현금흐름,13443045945,19791190218,3870030307,28471906772,41408908639,81045812340,121137384068,13635289700
영업이익,3755262599,12993223278,21123820635,45366028759,90866037262,123267245295,99060816939,8445316867
매출액,146378358748,202551772923,211014155844,245737422749,326052220964,325413407335,,
종가,26050,19300,26850,45400,,,,
시가총액,571258655750,423235779500,588802107750,995590901000,,,,
상장주식수,21929315,21929315,21929315,21929315,,,,
