,2020,2019,2018,2017,2016,2015
자본금,2672545000,2672545000,2672545000,2672545000,1479990000,1379990000
자산총계,61823030642,55895879188,58882078702,61354334868,49635986423,40776170075
당기순이익,428785034,-1483924852,3898865384,5802204309,5587199462,2681258484
영업활동현금흐름,1585646903,1719838615,7067699755,7408622898,6309826260,2003230575
영업이익,71317613,-1502401380,3137685722,6880513032,6518933075,3404821497
매출액,35047404330,44565402699,53485071421,59152552013,61373259242,45498937077
종가,22500,9620,11350,17800,,
시가총액,120264525000,51419765800,60666771500,95142602000,,
상장주식수,5345090,5345090,5345090,5345090,,
