,2020,2019,2018,2017
자본금,4305000000,4200000000,3150000000,3150000000
자산총계,272332923612,235415923333,236543541076,216643903294
당기순이익,6930364249,5125839877,4468628335,9088138094
영업활동현금흐름,27270858562,20128652031,17062675608,7356261646
영업이익,6277958017,10298111438,10302857823,10259401833
매출액,316826531025,292052529479,313341536626,329437390282
종가,26750,15750,,
시가총액,230317500000,132300000000,,
상장주식수,8610000,8400000,,
