,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,21892296000,21892296000,21892296000,21892296000,21892296000,,,,,
자산총계,527479200007,478594871586,388960521126,236459436346,212304648052,,,,,
당기순이익,31622614462,36546958551,18780423913,7973227550,13513419599,,,,,
영업활동현금흐름,79468301809,96092406439,68549065429,27903654783,49346630728,,,,,
영업이익,42764789335,50434098958,27449389662,10259428445,15705480906,,,,,
매출액,442790062641,390435695133,275662171389,131823199841,135669071614,,,,,
종가,14750,7800,4085,2795,3265,1450.0,1565.0,1960.0,3970.0,2430.0
시가총액,645822732000,341519817600,178860058320,122377934640,142956692880,63487658400.0,68522886480.0,85739400320.0,173467530240.0,105157258560.0
상장주식수,43784592,43784592,43784592,43784592,43784592,43784592.0,43784592.0,43744592.0,43694592.0,43274592.0
