,2020,2019,2018,2017,2016,2015,2014
자본금,4978867500,4978867500,4978867500,4978867500,4093875000,3360552500,1950000000
자산총계,272119291261,292309122224,287546984220,285260524701,242726932148,228316285646,175271636567
당기순이익,-17540451484,2748199742,4600772829,4428357133,16085722704,25832192416,11783342051
영업활동현금흐름,7907885297,5427507521,5601676028,-17974782472,13426027555,14917240891,9990611130
영업이익,1538991428,19326035963,10755231324,15092674842,27999057663,24985058400,18924915258
매출액,292534752619,309781548083,313271539242,328447655697,317026450862,296934135151,253833334403
종가,9140,14500,9250,13100,,,
시가총액,73120000000,116000000000,74000000000,104800000000,,,
상장주식수,8000000,8000000,8000000,8000000,,,
