,2020,2019,2018,2017,2016
자본금,10500000000,10500000000,10326210000,10326210000,10326210000
자산총계,1077027006934,1026696505989,829071190950,803956394194,796061996029
당기순이익,60786032656,56872512361,55228434571,55179545924,64706932638
영업활동현금흐름,115616622185,80202344907,45593036204,49953424546,68614489754
영업이익,86813994800,80212335242,70178422437,72913450312,80424473459
매출액,1562592548507,1571817874618,1424858710213,1473376003002,1335965878085
종가,123500,50400,,,
시가총액,2593500000000,1058400000000,,,
상장주식수,21000000,21000000,,,
