,2020,2019,2018,2017,2016,2015,2014,2013
자본금,13905273500,13459761000,11537249700,8185038000,7384379600,5649853600,4319406500,4201406500
자산총계,18311389127,51689280652,57479951426,50212554643,58877147548,61946563607,44149639280,43158455802
당기순이익,-27851328179,-6314553492,-13362031645,-18673168828,-4987840448,-15677961184,-6445704424,-2005120190
영업활동현금흐름,-16806024464,-3634261535,-2390835373,-4937200965,644703531,-8983318603,-3165370990,-365997091
영업이익,-6054046456,-7326621361,-4360075397,-5508629764,671675749,-3777119577,-5351309172,-3356024409
매출액,26347857039,20974332943,24369577390,25634637631,38353434690,19689308749,9131968934,10591975056
종가,263,323,597,809,,,,
시가총액,36570869305,43475028030,62336030814,66216957420,,,,
상장주식수,139052735,134597610,104415462,81850380,,,,
