,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,95716791000,95716791000,95369179000,32263719000,49547625000,24773964000,24640080000,24640080000,24640080000
자산총계,1658204361732,1657381460248,1624874724266,858118604869,1917601300008,1621622006432,1338474143824,1159883359832,1054172578071
당기순이익,17880953455,17515291535,47204820813,3497875341046,184619214839,152841275769,101467618178,70049051756,35489897093
영업활동현금흐름,21350276234,13834576609,-29202164098,384116106715,331970949892,359310661975,260294226969,235672481333,171336007175
영업이익,14640997513,26355506906,29473341965,10951480024,10192793046,183615952898,124120981498,105033426171,63754962141
매출액,154381286305,133387713837,220593918847,124346363905,88251626570,4334280041074,3367999286129,3130011840034,2912176959918
종가,4895,5600,8070,15250,,,,,
시가총액,468533691945,536014029600,769629274530,492021714750,,,,,
상장주식수,95716791,95716791,95369179,32263719,,,,,
