,2020,2019,2018,2017,2016,2015
자본금,4551570000,4551570000,4551570000,4551570000,2846000000,2846000000
자산총계,76275623784,73091768328,73688692759,76231547781,64662270200,53425178764
당기순이익,-2801197529,149133373,1025850236,2922649099,3004152087,1594868893
영업활동현금흐름,-664403310,7849371801,-509907351,-5041995472,4350725628,1963711345
영업이익,-1552605736,148905467,1082205425,3918161057,3070541176,2118458121
매출액,98749760820,82169975021,98664316551,87447208222,70697896581,64010011906
종가,8940,9130,11100,25200,,
시가총액,81382071600,83111668200,101044854000,229399128000,,
상장주식수,9103140,9103140,9103140,9103140,,
