,2020,2019,2018,2017,2016,2015,2014,2013
자본금,9187251000,9130251000,9123649000,8797757000,8592278000,8544884000,86021500,86021500
자산총계,1023166745928,1074710470364,996761336535,997179791986,436960920697,382513664476,50769747876,18497977194
당기순이익,124794299949,110292804888,87761133649,35641749365,48718418406,34161459082,27908422123,11383442160
영업활동현금흐름,201817518948,164430654773,156285030121,82407202399,54254022994,38751251487,26899604903,11621091856
영업이익,194184071689,154608044453,135754820816,81019757742,44859614521,31899043444,29317529616,13218736910
매출액,658175938523,513847375043,483010036111,319345253471,155636444148,122441546376,71256798395,
종가,60200,49850,59800,51700,39850,50700,,
시가총액,1106145020400,910286024700,1091188420400,909688073800,684804556600,866451237600,,
상장주식수,18374502,18260502,18247298,17595514,17184556,17089768,,
