,2020,2019,2018,2017,2016
자본금,5032505500,5015005500,2515027000,1882027000,1200000000
자산총계,101393106200,99003423404,89041422424,53621790594,31418298010
당기순이익,2061916541,14595298856,13690270000,7083831627,851160510
영업활동현금흐름,1466111382,22921014897,17828126757,23426007025,3544478787
영업이익,3658527589,13043356841,16870908196,14252206481,2531172341
매출액,132273162167,107845424495,105631915853,91030060661,33664993511
종가,12050,14600,13150,,
시가총액,121283382550,146438160600,66145210100,,
상장주식수,10065011,10030011,5030054,,
