,2020,2019,2018,2017,2016,2015,2014
자본금,22503847500,19655786000,16429842000,12137411000,8490551500,5893599000,5893599000
자산총계,148168162643,150930839824,164329725445,54835923521,59601098614,52232964312,52080616802
당기순이익,-4343112513,-13260704092,-24354874358,-2980645398,-17448536610,-8673593858,1143931761
영업활동현금흐름,-9405701957,-2798683452,-15205194885,-13355136720,-3588150678,-2504908541,2549615880
영업이익,-2361939548,-4257519217,-9555307442,-3481538691,-5569434547,-2785943856,4902790983
매출액,6516189617,9486235788,10163549711,29622794893,29861276142,30105129420,45422443118
종가,1225,1225,6010,,,,
시가총액,54281847200,48156675700,195688376620,,,,
상장주식수,44311712,39311572,32560462,,,,
