,2020,2019,2018,2017,2016,2015
자본금,7435668500,1800000000,1800000000,1800000000,400000000,400000000
자산총계,95589630097,49384635239,38500483458,35182888882,20275320611,12868095270
당기순이익,2296345664,1971679832,4815529639,5543368207,5213712696,2374194314
영업활동현금흐름,-11770799631,3881710745,881823784,7598925071,1625084227,-48415420
영업이익,73229139,672219694,5054087243,6556922907,5915308853,2711635762
매출액,19600403614,14879639201,22371734511,31381567460,24293568503,15602756908
종가,2215,2275,2385,3645,,
시가총액,164700057275,40950000000,42930000000,65610000000,,
상장주식수,74356685,18000000,18000000,18000000,,
