,2020,2019,2018,2017,2016,2015,2014,2013
자본금,3838712700,3670645500,3670645500,3670645500,3670645500,3670645500,2728125000,2537500000
자산총계,92571786318,89302190707,81852143029,70226522857,66906281688,75093403894,41081359517,32957358803
당기순이익,3909067104,5303379705,2760834769,2619599263,3347480422,6602856390,6117571914,4690332566
영업활동현금흐름,4662160247,9842603454,4346731232,5575436757,4508238121,6571658994,6199079382,5201529730
영업이익,2479235199,5813142782,4252029977,2877743257,3922359412,8597288727,7961461885,6696543932
매출액,50414008855,53767238678,47651005341,44898941069,41377159905,39636081450,35041595988,30262897048
종가,2115,1780,6450,8690,13750,35850,,
시가총액,81188773605,65337489900,47351326950,63795818790,100942751250,263185282350,,
상장주식수,38387127,36706455,7341291,7341291,7341291,7341291,,
