,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,39495213000,39495213000,39495213000,39495213000,38579220000,,,,
자산총계,281426235199,286110809289,246035425785,200161636220,200705613464,,,,
당기순이익,826876756,5755801285,8114958890,37781093548,29384760405,,,,
영업활동현금흐름,16255984520,9505538688,-7309857565,49862309968,50901808549,,,,
영업이익,4913572071,10102232601,10167094463,47978270234,38060547879,,,,
매출액,274248087787,280566410814,273910965443,285223838016,270465702282,,,,
종가,2225,2995,3195,3580,5290,2005.0,1145.0,1515.0,1110.0
시가총액,175753697850,236576325870,252374411070,282785725080,408168147600,154443772565.0,88075355660.0,114576857835.0,43771038480.0
상장주식수,78990426,78990426,78990426,78990426,77158440,77029313.0,76921708.0,75628289.0,39433368.0
