,2020,2019,2018,2017,2016,2015,2014
자본금,13706108000,8841492500,7980155000,7952655000,6177155000,5559155000,
자산총계,190693154865,148113572462,153290616411,37575816974,21612556469,9539897720,
당기순이익,-33414027746,-41657220099,-16288372674,-6646861692,-5895692260,,
영업활동현금흐름,-5425550896,-2195407885,-8769998460,-8525272561,-7696534150,,
영업이익,-11839293136,-12385286938,-6184878177,-6825682590,-6001753045,,
매출액,80452923981,72876570073,86066821190,7607066758,2500747043,,
종가,6310,7030,12350,9940,6170,6980,4705.0
시가총액,172971082960,124311384550,197109828500,158098781400,76226092700,77605803800,30518535525.0
상장주식수,27412216,17682985,15960310,15905310,12354310,11118310,6486405.0
