,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,22751007000,16995761500,12669783500,10589346500,8619001500,6436713000,5314100000,5304518000,5288080000
자산총계,403812997796,326821610403,281887664687,163730637979,93265940274,70428673723,54262662055,54523315259,50593819858
당기순이익,21167987592,-7421102327,63840828045,65783781340,-21880913446,-4155029905,1058837881,749343490,2375964405
영업활동현금흐름,-688829785,-1838557392,-579811957,1551756429,-5591531204,122088248,5390387220,-33765414,721720512
영업이익,-6478844172,-1826417703,1159144026,-6446262860,-5779619920,-2158028823,791369283,386099404,2476304753
매출액,10709592123,18671852557,21471982336,23931469608,23993768264,22678784513,29024532946,26338669615,15736823950
종가,7870,7730,8000,24000,,,,,
시가총액,358100850180,262754472790,200772432000,508288632000,,,,,
상장주식수,45502014,33991523,25096554,21178693,,,,,
