,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,58607281000,58607281000,58607281000,29558563500,26071813500,11071813500,11071813500,6071813500,,
자산총계,110133991061,110305678765,105207405715,90866265330,100153717087,51201091268,40550796092,34390392489,,
당기순이익,-18187919940,-5109638613,-13147892010,-2419994949,-6203914761,1322464395,-33094758,-499098953,,
영업활동현금흐름,1539890530,3760182469,-7551355256,4252642526,1448981151,3294408520,584740603,4953065363,,
영업이익,-8752996821,-3728390614,-5436352682,1381398761,-236084409,1033532243,1191646258,1033283604,,
매출액,82203176748,87515085309,98179111596,97067185448,71001875080,53726370346,46998361406,36003959091,,
종가,817,388,465,647,1010,1170,660,1090,1235.0,520.0
시가총액,95764297154,45479250056,54504771330,38248781169,52665063270,25908043590,14614793820,13236553430,13879827845.0,17140692920.0
상장주식수,117214562,117214562,117214562,59117127,52143627,22143627,22143627,12143627,11238727.0,32962871.0
