,2020,2019,2018,2017,2016,2015,2014,2013
자본금,6849238000,6849238000,6849238000,3424619000,3424619000,3424619000,2303000000,1000000000
자산총계,66882411226,68602446610,67050124891,66026014843,66254205567,61867008284,36514579534,27811632185
당기순이익,-834112000,-225862988,-25099242,-776436745,1944605676,2677713755,3327509222,3112687188
영업활동현금흐름,1313775138,1647478824,309409024,-621658133,3606545597,4430182975,3351235746,4557131373
영업이익,-16147367,380343578,342987589,658290113,1887551113,3326298855,4264014032,3639521773
매출액,32564421283,28492652061,28446123874,30683428618,27252213624,27765283924,27877532022,28062936185
종가,1805,1895,2010,4540,8070,5820,,
시가총액,24725749180,25958612020,27533936760,31095540520,55273350660,39862565160,,
상장주식수,13698476,13698476,13698476,6849238,6849238,6849238,,
