,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,87930063000,49551850000,24201406500,21779795500,11676197500,9901605000,9901605000,2488916500,1866666500,1400000000
자산총계,91925562670,72600826224,77208383218,35626994825,28784784561,32832037682,35400438798,28481698840,31058586293,26966522616
당기순이익,-3132607201,-33146548014,-12954961681,2450791810,-22679518095,-12651175748,-8213941764,-4556762203,3705144257,3433133788
영업활동현금흐름,-25496822350,-8358574831,-27326933080,-10682932741,-10427206757,-285145292,-4905021672,-3141621326,1024192511,319403995
영업이익,-140874216,-16050019594,-7461209484,1976743171,-2007260236,-4019389074,-509544584,-5970214291,4331204881,4117991694
매출액,1511000000,15528416329,25153820996,46442299018,50063639646,48332211827,149860623,16492479604,50803619405,49498638359
종가,108,505,2395,1475,2830,6860,6590,3725,,
시가총액,18839533608,43364627245,114580176950,64250396725,61939029890,135850020600,130503153900,18542427925,,
상장주식수,174440126,85870549,47841410,43559591,21886583,19803210,19803210,4977833,,
