,2020,2019,2018,2017,2016,2015
자본금,1121212100,1121212100,1121212100,212730000,202730000,188445000
자산총계,41957165801,37630382461,36098618636,15290331189,12069217227,8479804609
당기순이익,514412646,571790492,2196294446,2713735334,1758422416,
영업활동현금흐름,4078535736,522785808,2724383064,2656270423,2813151604,
영업이익,2813160870,1030926686,2346692801,3518219707,1652305402,
매출액,12876500891,11404800975,11631823032,11793696185,10194510440,
종가,7670,7730,7190,26750,6580,
시가총액,76700000000,77300000000,71900000000,56905275000,13339634000,
상장주식수,10000000,10000000,10000000,2127300,2027300,
