,2020,2019,2018,2017,2016,2015,2014
자본금,918754670,918754670,675265221,675265221,675265221,145073997,78887
자산총계,1825992492,1999323535,1691952670,1709668501,1322593072,589578126,471966726
당기순이익,-443219771,16457592,76356256,179578520,178964582,99044981,89997798
영업활동현금흐름,28703575,421404014,291728406,-204398079,-105234384,-16036244,19276145
영업이익,-20709641,26148990,94894139,210277612,206578611,125563782,114041670
매출액,338851160,579679971,814683873,1154352383,924581251,532973335,458866857
종가,306,464,1010,1925,2730,,
시가총액,43385062500,65786500000,91689062500,174753906250,247832812500,,
상장주식수,141781250,141781250,90781250,90781250,90781250,,
