,2020,2019,2018,2017,2016,2015,2014
자본금,9328000000,9328000000,9328000000,9328000000,9242200000,5890600000,4191000000
자산총계,445570131485,340609824543,345505351667,381504269098,367778548247,232367461102,142373210698
당기순이익,-13154954630,-18528696163,-9267935047,44996926435,61425867572,25188825634,5466422849
영업활동현금흐름,-20934773251,-30516540978,10767299682,54437468322,50777766165,35821583860,6305399322
영업이익,-18816956610,-26703331580,-15646303232,61834151076,77583473521,34471599096,9729023876
매출액,124108663975,93256824542,97738455805,202800435362,200361532900,138052135208,96540028908
종가,103800,29800,19800,33050,44850,,
시가총액,1936492800000,555948800000,369388800000,616580800000,829025340000,,
상장주식수,18656000,18656000,18656000,18656000,18484400,,
