,2017,2016,2015,2020,2019,2018
자본금,3811403000,3414083000,2409332500,,,
자산총계,75593405346,65310824893,60771655473,,,
당기순이익,10943340538,10912838472,4029523077,,,
영업활동현금흐름,9506908152,12587563393,6933840587,,,
영업이익,13326484889,10564760791,7987998877,,,
매출액,101124256021,87363406750,80369189323,,,
종가,,,,25050.0,16800.0,19300.0
시가총액,,,,240580200000.0,161347200000.0,185357200000.0
상장주식수,,,,9604000.0,9604000.0,9604000.0
