,2020,2019,2018,2017
자본금,19111826500,18081826500,18081826500,18081826500
자산총계,582882683259,579080907635,414012877026,349416322462
당기순이익,19647529507,1454474539,3600974906,13039282122
영업활동현금흐름,56128000777,65040935180,48633362695,41442785806
영업이익,27384925234,10256164443,16699023075,29399038065
매출액,431282192489,350639742787,386412485240,386650715603
종가,19250,,,
시가총액,735805320250,,,
상장주식수,38223653,,,
