,2020,2019,2018,2017,2016,2015
자본금,4722300000,4722300000,4722300000,2427450000,625000000,500000000
자산총계,44121578418,42717741438,37780388005,37923042021,26753537892,24747637584
당기순이익,3424423116,3106970401,2644749931,3518995095,3260514535,2972468041
영업활동현금흐름,3924297636,1827707781,3117580470,2309343813,5101188188,2632360055
영업이익,2591672640,2294835225,2364665789,3852406821,3810638928,3553438142
매출액,26814488784,24925857890,21445361311,20812399755,20614790949,15472567168
종가,6590,5130,5250,12600,,
시가총액,62239914000,48450798000,49584150000,61171740000,,
상장주식수,9444600,9444600,9444600,4854900,,
