,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,545711465000,425000000000,425000000000,425000000000,425000000000,425000000000,425000000000,425000000000,319700000000,319700000000
자산총계,4197373871000,4084281234000,4002149975000,4083911875000,4473159688000,5043947265000,4400828321000,4274897191000,3670359832000,3535914902000
당기순이익,22409492000,-355687197000,-308034515000,-46259404000,23143701000,-304494873000,-15108710000,126076014000,99383843000,68474208000
영업활동현금흐름,56422151000,-200921636000,-14193054000,219226032000,611076670000,-564482323000,-188844160000,-408594374000,24706424000,197743904000
영업이익,82061321000,-279932221000,-196166583000,45425175000,106233799000,-192883857000,6564290000,174448927000,175014423000,132850486000
매출액,2785326054000,2459346162000,2411923709000,2725658171000,2984783033000,3309108924000,3191088028000,3299369847000,3116629156000,2769855560000
종가,17200,15600,27850,18750,18150,14650,19950,28800,,
시가총액,1877247439600,1326000000000,2367250000000,1593750000000,1542750000000,1245250000000,1695750000000,2448000000000,,
상장주식수,109142293,85000000,85000000,85000000,85000000,85000000,85000000,85000000,,
