,2020,2019,2018,2017,2016,2015
자본금,13936187000,13936184500,13936184500,13936184500,11767320000,11767320000
자산총계,250205622697,280388592302,268293662923,255024662772,235693306623,221557099023
당기순이익,-47284418520,-20564273421,-9746987808,21136845395,16531986822,-232352415
영업활동현금흐름,-10762315844,-54645940,-572087178,32909317721,24302431521,17216470453
영업이익,-25733464670,-14451894043,-492550996,24556886657,25572078219,8113001297
매출액,303092053491,301486507278,293825285397,361252805710,314406872287,267546534535
종가,2270,2720,2340,3320,,
시가총액,63270288980,75812843680,65221343460,92536265080,,
상장주식수,27872374,27872369,27872369,27872369,,
