,2020,2019,2018,2017,2016
자본금,55165139500,23487406000,23487406000,16908309500,16908309500
자산총계,705789065275,807758306612,430876192915,225771172080,97951955151
당기순이익,-137870544994,-43209991671,37880339387,39707708370,1986858789
영업활동현금흐름,-64981158847,131060220998,31416023991,109125436148,37156628693
영업이익,-174310213064,-19242683179,47804667138,47098461489,12821701893
매출액,269217606930,810449906103,731788990522,584032230334,382756008139
종가,2500,5650,7480,,
시가총액,275825697500,265407687800,351371593760,,
상장주식수,110330279,46974812,46974812,,
