,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,26780080000,17565849500,12149009500,10776797000,9214573500,5427542000,4237409000,39923594500,39923578000,27736427500
자산총계,138292817270,69804707697,61440299651,36741414673,28844768027,16405118147,19672573787,21967530577,30389423748,58089711939
당기순이익,11221115165,-4806226997,-12109841592,-2903862151,-8620667204,-7752774455,-8846493719,-4562578144,-6406158934,-12527851254
영업활동현금흐름,3794995862,1244910381,-2708019619,-12687553541,-4851448725,-3558414881,-5221728082,258121105,1493406934,1267776714
영업이익,-2440808358,-81996573,-6348513749,-3114560223,-4145755361,-7501838651,-6066956993,-4729704757,-3351475407,-5746318152
매출액,26895986464,56155488904,33587731074,35585886822,6048058780,11450627553,11762225959,12465767029,22314787649,34386311969
종가,2845,3565,2145,3520,10900,3605,3960,,,
시가총액,143386386885,88763576735,52119250755,75868650880,200877702300,38190623765,33560279280,,,
상장주식수,50399433,24898619,24298019,21553594,18429147,10593793,8474818,,,
