,2020,2019,2018,2017,2016,2015,2014,2013
자본금,4608409500,4006000000,4006000000,4006000000,4006000000,4006000000,4006000000,2976000000
자산총계,124398992309,117536853957,117771911935,106622625332,111233519804,98176729365,81220227036,75437010313
당기순이익,-7887982654,1486120040,8569002543,8714096614,-12189253238,1133071495,6965176542,11717698371
영업활동현금흐름,7961845640,6929860481,18747907993,15272328891,-12866560620,-453597388,2351234044,19906526715
영업이익,-8246281017,2597101876,10552474291,8124597423,-10647745497,3159766006,10615882320,13474886214
매출액,123182222688,149006750424,135363460160,125887824950,121634451935,104896222489,90645621488,104433514624
종가,1585,1295,1515,1515,5820,6920,9050,
시가총액,73043290575,51877700000,60690900000,60690900000,46629840000,55443040000,72508600000,
상장주식수,46084095,40060000,40060000,40060000,8012000,8012000,8012000,
