,2020,2019,2018,2017,2016,2015
자본금,336160634,336160634,336160634,336160634,34371405,7919
자산총계,1183385495,1010893621,863414615,733999941,296564423,185225248
당기순이익,129068894,143554977,158975731,141467182,110500549,64485443
영업활동현금흐름,177695355,161738181,158152202,162516904,90074749,57607957
영업이익,174254754,163876371,167403498,164277213,129326722,82366151
매출액,431516478,301701166,289928056,285004121,223758655,162577663
종가,2010,1860,1690,3175,,
시가총액,108540000000,100440000000,91260000000,171450000000,,
상장주식수,54000000,54000000,54000000,54000000,,
