,2020,2019,2018,2017
자본금,11553900500,11414034500,8803114000,7063483500
자산총계,436355434000,430519931206,240843668816,199214912700
당기순이익,14679637389,41666847581,18158536719,7612255505
영업활동현금흐름,29628069389,41333846849,28197923992,14955212627
영업이익,25350318032,53501442683,21081087154,21573901684
매출액,391052584601,397697086094,228237125214,201876496513
종가,56900,42450,,
시가총액,1314720076900,969051529050,,
상장주식수,23105801,22828069,,
