,2020,2019,2018,2017,2016,2015,2014
자본금,4147656500,4096918500,3864366000,3417687500,3373857500,,
자산총계,123802205798,84991166472,67045474396,36804545500,36669927862,,
당기순이익,-17506927997,-16879076540,-14420230902,-5666427603,-6331627332,,
영업활동현금흐름,-14020851848,-15095427506,-13524531987,-5206533268,-9922621345,,
영업이익,-19107442964,-16402180757,-14329216121,-5380429803,-6226600975,,
매출액,25818432585,31468723444,31034039114,26133210513,21835379807,,
종가,105400,70400,98900,53300,40450,49800.0,24400.0
시가총액,869254880000,553292044800,764371594800,364325487500,267263100700,323413251600.0,123773416400.0
상장주식수,8247200,7859262,7728732,6835375,6607246,6494242.0,5072681.0
