,2020,2019,2018,2017,2016
자본금,5051120000,5050570000,4995570000,4965570000,3917320000
자산총계,155456139653,160150689574,153900400937,140532477123,46393562606
당기순이익,-3478865425,7849938620,28794613091,29806484666,2925742581
영업활동현금흐름,12596738320,14879225026,24703094214,38425504235,-1316450989
영업이익,,8560965943,33825845272,40351257351,
매출액,,72495382482,100499215808,106038328660,
종가,14050,15400,14100,42450,
시가총액,141936472000,155557556000,140875074000,421576893000,
상장주식수,10102240,10101140,9991140,9931140,
