,2020,2019,2018,2017,2016
자본금,7276922000,2460181000,2088628000,1777612000,1542277000
자산총계,85744967699,78518322510,58440830522,37733187829,33390400946
당기순이익,10172409382,13240018538,9472161395,5169983224,3224820456
영업활동현금흐름,8507289268,10654987080,6892747623,4471666900,3473078034
영업이익,11119466147,14668168795,10958080010,6203087701,4591534286
매출액,61688005046,65105755423,56289418833,44491538033,38278458109
종가,9750,22150,19400,,
시가총액,141899979000,108986018300,81038766400,,
상장주식수,14553844,4920362,4177256,,
