,2020,2019,2018,2017,2016,2015
자본금,26409935000,26409935000,26266135000,21322335000,21322335000,21322335000
자산총계,434466866367,451543473916,410172265060,220710587032,217134599560,192619003804
당기순이익,11460208530,41643076591,60789196299,38061024819,21546409497,17192684340
영업활동현금흐름,19303742394,32416840462,41227991875,-6644055616,53493310452,40193636216
영업이익,22370255451,60601371864,79170684591,49721769483,39974476159,26133089123
매출액,588135646523,701336794362,699584479778,628921402960,506779882847,459429793521
종가,24500,28400,47600,,,
시가총액,647043407500,750042154000,1250268026000,,,
상장주식수,26409935,26409935,26266135,,,
