,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,5829631500,5829631500,5817131500,5817131500,5817131500,5817131500,5817131500,5817131500,4444059500
자산총계,145552426766,130667966158,104464540793,97757060182,82955432620,72172002626,66036601967,66650097490,37418347839
당기순이익,21620057289,25460628552,16668711842,3409904794,10420312979,8687622529,3250821081,4891286354,4800242924
영업활동현금흐름,21650406716,29259194380,9679520445,15875729642,13159051567,10960224618,5730449130,4799247256,4367098678
영업이익,24066932561,27293656832,18875824043,15459446860,13392302532,10263233932,4248191164,6231316938,5552996065
매출액,96294900953,93567189217,86145917566,81347113014,73701173397,68496029414,55301566434,52214407802,48822488452
종가,27000,31000,18150,21350,17600,23000,11200,11350,14650
시가총액,314800101000,360662153000,211161873450,248391515050,204763028800,267588049000,130303745600,132048885050,130210943350
상장주식수,11659263,11634263,11634263,11634263,11634263,11634263,11634263,11634263,8888119
