,2020,2019,2018,2017,2016
자본금,7647483000,6463003000,5713003000,1224446500,
자산총계,72455407141,45420145638,24371975092,18277197841,
당기순이익,-506307961,-54812891,53147454,34498082,
영업활동현금흐름,14332738086,-4011329346,-3134053492,-909594013,
영업이익,22511791273,-7069010490,-4603321664,-3175454543,
매출액,41351848298,3845080646,5448790067,3439993303,
종가,20300,5480,12800,15000,12000.0
시가총액,310487809800,70834512880,73126438400,36733395000,25184748000.0
상장주식수,15294966,12926006,5713003,2448893,2098729.0
