,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,2500000000,2500000000
자산총계,79473947589,66623518892,65635233833,64856521567,62994436320,62769573497,57551708486,39212170086,38345840754
당기순이익,1057578129,1884222249,1708665990,3698044323,2979615672,2779159003,6330609658,1341891737,3012669515
영업활동현금흐름,4516111978,7304558282,3875885338,5214498293,4073869926,5023502638,2512483836,2666903045,4840587285
영업이익,1092660288,1878897037,1605537507,3986571315,2805190035,2317030632,1030864798,1452175135,3253692024
매출액,47463473724,46442405592,47402504001,56410451499,58552618281,53934855935,28185522956,29019102007,31277275733
종가,6110,5450,5850,5860,6890,6940,3085,4670,6320
시가총액,36660000000,32700000000,35100000000,35160000000,41340000000,41640000000,18510000000,23350000000,31600000000
상장주식수,6000000,6000000,6000000,6000000,6000000,6000000,6000000,5000000,5000000
