,2020,2019,2018,2017,2016,2015
자본금,30268335000,30268335000,30268335000,15134167500,13464739500,10364739500
자산총계,1154956254214,978863217935,760455511393,626784092861,436691157035,260518381626
당기순이익,41458632241,65186144022,17078475062,41613967221,34935211727,-1204690
영업활동현금흐름,77653592184,69312698890,42902379010,32216053262,32667330730,-532590
영업이익,62460806344,85444433017,40300046596,58540854159,43832661534,-1205500
매출액,1115756451023,1201591250778,879226467059,768224189587,640234067746,0
종가,14200,16950,10650,24000,15300,
시가총액,859620714000,1026096556500,644715535500,726440040000,412021028700,
상장주식수,60536670,60536670,60536670,30268335,26929479,
