,2020,2019,2018,2017,2016
자본금,7849744000,3652627500,3631789000,3258289000,2647360000
자산총계,105536671921,76010007593,85063667192,58487904127,31549919596
당기순이익,-28768240964,-17131242044,-13233365847,-9592518395,-5113612149
영업활동현금흐름,-17804905812,-13450009503,-10220920323,-5435657879,-3676296061
영업이익,-24888214519,-18335384553,-13727827065,-9815932080,-5178275661
매출액,2036292000,408878000,402034000,133145000,0
종가,37600,67300,87000,,
시가총액,566198359200,491643661500,631931286000,,
상장주식수,15058467,7305255,7263578,,
