,2020,2019,2018,2017,2016,2015,2014
자본금,17750000000,17750000000,17750000000,17750000000,17750000000,17750000000,17750000000
자산총계,35971961710,32190974707,24110726006,23880542765,17737668177,17957153965,17359830502
당기순이익,6378007045,5113107455,846481275,-287038981,-367381085,715915475,161513854
영업활동현금흐름,9080430320,9487403452,1287877040,1122279123,1230219666,2436565352,64770061
영업이익,8297353870,6923879571,1323111103,5841229,205057389,976048105,146276766
매출액,50925674771,52569944545,49863975214,42768732816,35281188365,35887859846,36917164116
종가,4435,2540,2000,5280,1195,,
시가총액,157442500000,90170000000,71000000000,187440000000,42422500000,,
상장주식수,35500000,35500000,35500000,35500000,35500000,,
