,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,7830597700,5620597700,5497788600,3662508000,3221558900,3194363900,3059363900,3001863900,250000000,250000000
자산총계,156038722433,122792471055,158533589439,161579284907,109850607744,59529750540,51510013039,59554421772,40634204088,24313537810
당기순이익,7978689619,-31586945790,-14560373172,21953768733,13818393583,5952769508,-869592896,2844335651,7214896158,
영업활동현금흐름,-4213612522,2867889078,-3906330384,-3034998188,-833443255,3898693415,-891649765,5426499071,9255022435,
영업이익,-8738127743,-8377620545,302545299,-3560218409,-993081120,4244719350,-2066212971,8779780579,9227921882,
매출액,15667649492,26220460955,51064090029,22873827084,19941436782,26128455449,12661254207,42014888777,41631570254,
종가,1175,974,1165,2830,2895,2595,947,2145,,
시가총액,92009522975,54744621598,64049237190,100434475620,93264130155,82893743205,28972176133,64389980655,,
상장주식수,78305977,56205977,54977886,35489214,32215589,31943639,30593639,30018639,,
