,2020,2019,2018,2017
자본금,1953679200,1765000000,1500000000,1500000000
자산총계,122625756653,87501211550,66297638094,58558636154
당기순이익,7936558351,9561671017,7317989602,177701781
영업활동현금흐름,5211739941,9270743120,13968517138,2532483428
영업이익,14653355866,14980613396,11688333083,6815254999
매출액,341289550986,286073126437,243947042399,254756868705
종가,5170,5110,,
시가총액,101005214640,90191500000,,
상장주식수,19536792,17650000,,
