,2020,2019,2018,2017,2016
자본금,2382825000,2382825000,2000000000,2000000000,2000000000
자산총계,79594957602,114981929224,98461419870,100337495831,86931119954
당기순이익,-5901271545,-1655832934,4486045974,10435974297,4095850130
영업활동현금흐름,-22148131691,6411000010,1995928470,16926863364,12733529915
영업이익,-6320013015,-2058521935,3545044947,12547858072,5392758308
매출액,19959493919,76779803060,92775359629,76313889089,60309281779
종가,23850,15450,,,
시가총액,113660752500,73629292500,,,
상장주식수,4765650,4765650,,,
