,2020,2019,2018,2017,2016,2015,2014
자본금,1396631600,1396631600,1344000000,1344000000,1344000000,1024000000,100000000
자산총계,8445845201,9846087430,13242650164,12348113767,9163927433,8219153581,1390342596
당기순이익,-1146181205,-1300363894,-3040862212,-1761257714,-13752493502,-5783240552,
영업활동현금흐름,-965460561,87804479,-329726312,-617958851,-23974083,904951341,
영업이익,-1339973633,19489994,-2743935149,-1908685101,553193649,1090234716,
매출액,12278775877,22276436065,21533549800,20555767246,11297490980,5833090312,
종가,1125,1355,10300,,,,
시가총액,15712105500,18924358180,138432000000,,,,
상장주식수,13966316,13966316,13440000,,,,
