,2020,2019,2018,2017,2016,2015,2014,2013
자본금,3451883800,2657376700,2657376700,2657376700,2657376700,2559776700,1807376700,90000000
자산총계,58849477346,32002668986,28829632101,22136132141,21470632726,27649411862,11898808070,10904366561
당기순이익,-624538048,986622964,1101720145,-979000023,-5182169110,-5715585199,1019153146,1735093074
영업활동현금흐름,5332432196,-404486527,7403120943,2010510893,-6632646405,654399713,691452948,819390323
영업이익,537392369,960751722,1930704390,211106805,-5701794035,710694719,1538249419,2353496120
매출액,36938498752,29829671581,34459463906,24416090096,19465306410,22398853346,19372707680,22576358039
종가,3815,4110,3300,1955,2020,2145,,
시가총액,131689366970,109218182370,87693431100,51951714485,53679009340,54907210215,,
상장주식수,34518838,26573767,26573767,26573767,26573767,25597767,,
