,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,5576546500,4803608000,4773231000,4071347500,4071347500,4038347500,3999847500,3979847500,3097210000,3023710000
자산총계,46443033310,47277311318,45961523256,41606670787,38277139322,41073018796,32980460742,31379290465,21877470819,17714764193
당기순이익,-751917610,-4500123680,975182936,555315716,-12140875797,852026716,2179841307,1806064848,4321702908,
영업활동현금흐름,7762305990,5708074960,-1956233186,-552521810,-992528067,1444224045,658378209,2899288534,1397098095,
영업이익,-1239120658,-3621274857,1533109614,1299747348,-7814437356,262774543,1627690286,1424972643,3951953410,
매출액,36405888030,35364080497,32243433001,29288075055,21443571411,25287012650,23124986407,21358791016,20257735671,
종가,7990,,,,,,,,,
시가총액,89113213070,,,,,,,,,
상장주식수,11153093,,,,,,,,,
