,2020,2019,2018,2017,2016,2015
자본금,4501870000,4501870000,4501870000,3823970000,3817470000,3817470000
자산총계,215500812225,154372404545,106320975057,71798440550,60206630240,56236771850
당기순이익,24999759087,14506483467,9151951301,7952555271,9196314323,9670365269
영업활동현금흐름,16260365793,-1299747613,7443528151,10624707897,7377583771,8717104943
영업이익,26992725408,16305801125,11334720852,9897600005,10273526771,11215035303
매출액,222831749633,159100863055,107311221629,80853618027,77125931483,82743858709
종가,38950,20100,15850,,,
시가총액,350695673000,180975174000,142709279000,,,
상장주식수,9003740,9003740,9003740,,,
