,2020,2019,2018,2017,2016,2015
자본금,8037610500,8037610500,4055033000,4055033000,600000000,600000000
자산총계,162551395709,118817280934,102943542719,115803186108,61493175271,44693398379
당기순이익,10152201540,9174170015,-1449291808,14609042303,10695576476,10660294961
영업활동현금흐름,24350323868,18741587723,-5564135451,13101695063,25119867563,14181140419
영업이익,11607671194,12365619581,2063752162,20492386748,12480159063,15894051607
매출액,153382997902,129391206180,88409011705,113323982713,68668851020,88032605885
종가,7980,8600,8080,17800,,
시가총액,127123873800,137000666000,65529333280,144359174800,,
상장주식수,15930310,15930310,8110066,8110066,,
