,2020,2019,2018,2017
자본금,2045000000,2045000000,2045000000,1500000000
자산총계,51302501859,48243897602,46741370860,36849359858
당기순이익,-552822523,1581977114,1132106111,2425225300
영업활동현금흐름,1867339170,2649981886,4752822780,3863712450
영업이익,-596049710,1392294398,3501423743,3017694558
매출액,12380832979,13012639215,14870382144,13664117532
종가,23200,23150,29650,
시가총액,94888000000,94683500000,121268500000,
상장주식수,4090000,4090000,4090000,
