,2020,2019,2018,2017,2016,2015,2014
자본금,12839826000,12839826000,7857548500,7369619500,7211619500,6898826500,6258146500
자산총계,520443461969,550327734361,395053003556,310505612044,224110365987,134775809501,116905702373
당기순이익,-37656941751,499295013,4440459961,1466069112,6187874055,2500143539,-7881921027
영업활동현금흐름,-8819095784,21371796442,-36033448196,-11779465531,,-3036416678,-1503971408
영업이익,-19082664038,14306565960,10831917357,8051740208,7340525287,3296980048,
매출액,54493053279,144613767032,117013393875,97205917285,87889700554,80804412790,
종가,5530,8260,10300,19350,17500,23500,8370
시가총액,142008475560,212113925520,161865499100,285204274650,252406682500,324244845500,104761372410
상장주식수,25679652,25679652,15715097,14739239,14423239,13797653,12516293
