,2020,2019,2018,2017
자본금,551151945000,551151945000,510335620000,270000000000
자산총계,2695070123421,2409244539695,1901538061358,901038004972
당기순이익,93580544300,72896109675,41242308859,14073151559
영업활동현금흐름,174791239735,408620564116,113044282299,102802096701
영업이익,92863410171,85761981610,44781257882,30908810638
매출액,1642854571594,1545983879623,1128924550887,858639721314
종가,17300,10350,,
시가총액,1906985729700,1140884526150,,
상장주식수,110230389,110230389,,
