,2020,2019,2018,2017,2016,2015,2014
자본금,17296920500,12284385500,8692241500,5527234500,5080300000,2540150000,1937500000
자산총계,38148674883,41962990835,55853722594,82530414718,64254403508,67563919922,63915451986
당기순이익,-9634496750,-5752289671,-28755092121,-18555067084,-11663552682,2059726218,4184689842
영업활동현금흐름,-5688650363,-11799083433,-1473828073,2503310729,-12623025527,12635155471,5363092621
영업이익,2044100491,-7998689575,-11620146155,-8804161233,-10273128337,3156902163,6659938347
매출액,36531829028,33339703753,52577681062,31989693181,28350453430,43867257129,51361692171
종가,2915,2470,3035,3995,8840,13900,
시가총액,100841046515,60684864370,52761905905,44162603655,89819704000,70616170000,
상장주식수,34593841,24568771,17384483,11054469,10160600,5080300,
