,2020,2019,2018,2017,2016
자본금,10387342000,9889830000,9889830000,2389830000,2389830000
자산총계,49895955772,45954097430,46392783506,47433014358,50045584406
당기순이익,2949663042,1504035698,-597841960,-5510211774,-381331786
영업활동현금흐름,5119918960,5262172927,-4028512354,2541675146,2506069728
영업이익,3218098214,1905819465,-61210733,-1884462286,-183423931
매출액,51164623313,52359998104,49655615343,60593395361,52022347614
종가,877,1105,,,
시가총액,18219397868,21856524300,,,
상장주식수,20774684,19779660,,,
