,2020,2019,2018,2017,2016
자본금,5662805000,5662805000,5662805000,4890305000,4661300000
자산총계,72630874891,63046253043,46285006674,34409066428,27820208016
당기순이익,19987824023,5470785723,4653261683,3992380202,332705404
영업활동현금흐름,10092455925,2980443460,2998491032,2386473159,4529639957
영업이익,22989842080,4572698491,4205335629,4168381609,2689756545
매출액,106603707644,60087400881,56626160573,49323650909,35354471386
종가,17000,8340,6850,,
시가총액,192535370000,94455587400,77580428500,,
상장주식수,11325610,11325610,11325610,,
