,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,6841891000,6841891000,6841891000,7312854986,7312854986,7312854986,7312854986,7312854986,7312854986,7312854986
자산총계,166150336180,154903555776,131686125520,112024745207,97059397401,82459250482,63171082014,53672981907,48162809778,43848986641
당기순이익,17554569890,20405993326,19551398037,19330782168,16989036904,17315248007,8879320355,6194379802,5642752239,5648247827
영업활동현금흐름,28500349902,24206000619,17704892096,18576147005,18238319925,11178514967,10259230793,6994673357,4355328118,5496462865
영업이익,19096757174,27626226953,23676826675,24900250296,22041086782,20007588258,10095137528,6500739714,5001977641,3854169183
매출액,107122053678,117058914069,99635442563,93253712994,79848382290,68949097530,48940140493,36786609012,33230296365,31560823462
종가,17350,23650,21700,40100,27000,58000,31500,,,
시가총액,237413617700,323621444300,296938069400,548719658200,369462114000,793659356000,431039133000,,,
상장주식수,13683782,13683782,13683782,13683782,13683782,13683782,13683782,,,
