,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,76000020000,76000020000,76000020000,76000020000,76000020000,76000020000,76000020000,76000020000,76000020000,20000
자산총계,40038784800,46079933966,47830567554,47405042371,52508647510,42349836181,59152596809,60020608738,64181064094,43066
당기순이익,-2707736121,5448959245,7396879852,7396879852,-4544823996,-13112446724,3462833526,-538304691,-4685525225,-6503615
영업활동현금흐름,6857406687,5311559333,4638637837,5638495347,6385243587,5392064081,5394233669,1142372307,-3718338606,-6503615
영업이익,3222756057,2289160613,2171724559,2592618987,3548419432,2789400071,2870123221,-249067314,-3740522934,-6503615
매출액,7744800316,6440034408,6024142500,6245144190,10026276689,11610679406,10498542248,5894943068,,
종가,2365,2915,2895,2885,2940,2875,3600,4600,4850,
시가총액,35948009460,44308011660,44004011580,43852011540,44688011760,43700011500,54720014400,69920018400,73720019400,
상장주식수,15200004,15200004,15200004,15200004,15200004,15200004,15200004,15200004,15200004,
