,2020,2019,2018,2017,2016,2015,2014
자본금,14558411000,14558411000,14558411000,14558411000,14558411000,11912277000,10734947000
자산총계,621172370379,756850481301,794989003978,820852537409,796349271755,748185709144,720718636084
당기순이익,27516351576,-34681988078,2441290124,7463200586,25463709635,16899464557,4274948709
영업활동현금흐름,38446683069,67182696003,50713272324,54941018323,35405852240,64899554454,54615461628
영업이익,33888094701,27819423911,23006225967,18936526040,35151363366,46856034352,24614881197
매출액,563935121095,539271774166,725381008551,760372164428,792832633368,798303775280,689963364979
종가,8250,7180,9300,15450,17950,,
시가총액,240213781500,209058781960,270786444600,449854899900,522646954900,,
상장주식수,29116822,29116822,29116822,29116822,29116822,,
